	annotatorLabels	genre	goldLabels	pairID	promptID	sentence1	sentence1BinaryParse	sentence1Parse	sentence2	sentence2BinaryParse	sentence2Parse	tokenizedSentence1	gongLabelSentence1	tokenizedSentence2	gongLabelSentence2
539	contradiction	slate	contradiction	73013c	73013	Pregnancy aside, what Madonna has that Evita didn't is visible muscles and strong shoulders.	( Pregnancy ( aside ( , ( what ( Madonna ( ( has ( that ( Evita ( ( did n't ) ( is ( ( ( visible muscles ) and ) ( strong shoulders ) ) ) ) ) ) ) . ) ) ) ) ) )	(ROOT (S (ADVP (RB Pregnancy)) (ADVP (RB aside)) (, ,) (X (WP what)) (NP (NNP Madonna)) (VP (VBZ has) (SBAR (IN that) (S (NP (NNP Evita)) (VP (VBD did) (RB n't) (VP (VBZ is) (NP (NP (JJ visible) (NNS muscles)) (CC and) (NP (JJ strong) (NNS shoulders)))))))) (. .)))	Madonna is not pregnant. 	( Madonna ( ( ( is not ) pregnant ) . ) )	(ROOT (S (NP (NNP Madonna)) (VP (VBZ is) (RB not) (ADJP (JJ pregnant))) (. .)))	"['<s>', 'P', 'regnancy', 'Ġaside', ',', 'Ġwhat', 'ĠMadonna', 'Ġhas', 'Ġthat', 'ĠEv', 'ita', 'Ġdidn', ""'t"", 'Ġis', 'Ġvisible', 'Ġmuscles', 'Ġand', 'Ġstrong', 'Ġshoulders', '.', '</s>']"	[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0]	['<s>', 'Mad', 'onna', 'Ġis', 'Ġnot', 'Ġpregnant', '.', 'Ġ', '</s>']	[0 0 0 0 0 0 0 0 0]
540	contradiction	slate	contradiction	33732c	33732	What's wrong with New Jersey or Oregon?	( What ( ( 's ( wrong ( with ( New ( ( Jersey or ) Oregon ) ) ) ) ) ? ) )	(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBZ 's) (ADJP (JJ wrong) (PP (IN with) (NP (NNP New) (NNP Jersey) (CC or) (NNP Oregon)))))) (. ?)))	Oregon and NJ are terrible places.	( ( ( Oregon and ) NJ ) ( ( are ( terrible places ) ) . ) )	(ROOT (S (NP (NNP Oregon) (CC and) (NNP NJ)) (VP (VBP are) (NP (JJ terrible) (NNS places))) (. .)))	"['<s>', 'What', ""'s"", 'Ġwrong', 'Ġwith', 'ĠNew', 'ĠJersey', 'Ġor', 'ĠOregon', '?', '</s>']"	[0 0 0 0 1 0 0 0 0 0 0]	['<s>', 'Oregon', 'Ġand', 'ĠNJ', 'Ġare', 'Ġterrible', 'Ġplaces', '.', '</s>']	[0 0 0 0 0 0 0 0 0]
541	contradiction	government	contradiction	529c	529	On December 6, 1993, a Notice of Proposed Rulemaking was published.	( ( On ( ( ( December 6 ) , ) 1993 ) ) ( , ( ( ( a Notice ) ( of ( Proposed Rulemaking ) ) ) ( ( was published ) . ) ) ) )	(ROOT (S (PP (IN On) (NP (NNP December) (CD 6) (, ,) (CD 1993))) (, ,) (NP (NP (DT a) (NN Notice)) (PP (IN of) (NP (NNP Proposed) (NNP Rulemaking)))) (VP (VBD was) (VP (VBN published))) (. .)))	The notice of proposed rulemaking was published in early 1994.	( ( ( The notice ) ( of ( proposed rulemaking ) ) ) ( ( was ( published ( in ( early 1994 ) ) ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN notice)) (PP (IN of) (NP (VBN proposed) (NN rulemaking)))) (VP (VBD was) (VP (VBN published) (PP (IN in) (NP (JJ early) (CD 1994))))) (. .)))	['<s>', 'On', 'ĠDecember', 'Ġ6', ',', 'Ġ1993', ',', 'Ġa', 'ĠNotice', 'Ġof', 'ĠProp', 'osed', 'ĠRule', 'making', 'Ġwas', 'Ġpublished', '.', '</s>']	[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'The', 'Ġnotice', 'Ġof', 'Ġproposed', 'Ġrule', 'making', 'Ġwas', 'Ġpublished', 'Ġin', 'Ġearly', 'Ġ1994', '.', '</s>']	[0 0 0 0 0 0 0 0 0 1 0 0 0 0]
542	contradiction	travel	contradiction	49121c	49121	This manmade artery linking the Mediterranean with the Red Sea and the Indian Ocean, allowed a much quicker journey time from Europe to the Middle East, India, and the Far East when it was opened in 1869, a great aid to the Western European powers in managing their expansive Empires.	( ( ( This ( manmade artery ) ) ( ( linking ( the Mediterranean ) ) ( with ( ( ( the ( Red Sea ) ) and ) ( the ( Indian Ocean ) ) ) ) ) ) ( , ( ( ( ( ( allowed ( a ( ( much quicker ) ( journey time ) ) ) ) ( from Europe ) ) ( to ( ( ( ( ( ( the ( Middle East ) ) , ) India ) , ) and ) ( the ( Far East ) ) ) ) ) ( when ( it ( was ( ( opened ( in ( ( 1869 , ) ( ( a ( great aid ) ) ( to ( the ( Western ( European powers ) ) ) ) ) ) ) ) ( in ( managing ( their ( expansive Empires ) ) ) ) ) ) ) ) ) . ) ) )	(ROOT (S (NP (NP (DT This) (JJ manmade) (NN artery)) (VP (VBG linking) (NP (DT the) (NNP Mediterranean)) (PP (IN with) (NP (NP (DT the) (NNP Red) (NNP Sea)) (CC and) (NP (DT the) (NNP Indian) (NNP Ocean)))))) (, ,) (VP (VBD allowed) (NP (DT a) (ADJP (RB much) (JJR quicker)) (NN journey) (NN time)) (PP (IN from) (NP (NNP Europe))) (PP (TO to) (NP (NP (DT the) (NNP Middle) (NNP East)) (, ,) (NP (NNP India)) (, ,) (CC and) (NP (DT the) (NNP Far) (NNP East)))) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBD was) (VP (VBN opened) (PP (IN in) (NP (NP (CD 1869)) (, ,) (NP (NP (DT a) (JJ great) (NN aid)) (PP (TO to) (NP (DT the) (JJ Western) (JJ European) (NNS powers)))))) (PP (IN in) (S (VP (VBG managing) (NP (PRP$ their) (JJ expansive) (NNS Empires)))))))))) (. .)))	The artery between the Mediterranean and the Red sea hurt the European Empires.	( ( ( The artery ) ( between ( ( ( the Mediterranean ) and ) ( the ( Red sea ) ) ) ) ) ( ( hurt ( the ( European Empires ) ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN artery)) (PP (IN between) (NP (NP (DT the) (NNP Mediterranean)) (CC and) (NP (DT the) (JJ Red) (NN sea))))) (VP (VBP hurt) (NP (DT the) (JJ European) (NNS Empires))) (. .)))	['<s>', 'This', 'Ġman', 'made', 'Ġartery', 'Ġlinking', 'Ġthe', 'ĠMediterranean', 'Ġwith', 'Ġthe', 'ĠRed', 'ĠSea', 'Ġand', 'Ġthe', 'ĠIndian', 'ĠOcean', ',', 'Ġallowed', 'Ġa', 'Ġmuch', 'Ġquicker', 'Ġjourney', 'Ġtime', 'Ġfrom', 'ĠEurope', 'Ġto', 'Ġthe', 'ĠMiddle', 'ĠEast', ',', 'ĠIndia', ',', 'Ġand', 'Ġthe', 'ĠFar', 'ĠEast', 'Ġwhen', 'Ġit', 'Ġwas', 'Ġopened', 'Ġin', 'Ġ18', '69', ',', 'Ġa', 'Ġgreat', 'Ġaid', 'Ġto', 'Ġthe', 'ĠWestern', 'ĠEuropean', 'Ġpowers', 'Ġin', 'Ġmanaging', 'Ġtheir', 'Ġexpansive', 'ĠEmpires', '.', '</s>']	"[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0]"	['<s>', 'The', 'Ġartery', 'Ġbetween', 'Ġthe', 'ĠMediterranean', 'Ġand', 'Ġthe', 'ĠRed', 'Ġsea', 'Ġhurt', 'Ġthe', 'ĠEuropean', 'ĠEmpires', '.', '</s>']	[0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0]
543	contradiction	telephone	contradiction	41712c	41712	what type of lawn and garden work do you do	( ( ( what type ) ( of ( lawn ( and ( garden work ) ) ) ) ) ( ( do you ) do ) )	(ROOT (SBARQ (WHNP (WHNP (WP what) (NN type)) (PP (IN of) (NP (NN lawn) (CC and) (NN garden) (NN work)))) (SQ (VBP do) (NP (PRP you)) (VP (VB do)))))	I don't care what you do in your garden.	( I ( ( ( do n't ) ( care ( what ( you ( do ( in ( your garden ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB care) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP do) (PP (IN in) (NP (PRP$ your) (NN garden)))))))) (. .)))	['<s>', 'what', 'Ġtype', 'Ġof', 'Ġlawn', 'Ġand', 'Ġgarden', 'Ġwork', 'Ġdo', 'Ġyou', 'Ġdo', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0]	"['<s>', 'I', 'Ġdon', ""'t"", 'Ġcare', 'Ġwhat', 'Ġyou', 'Ġdo', 'Ġin', 'Ġyour', 'Ġgarden', '.', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 0 0]
544	contradiction	government	contradiction	21122c	21122	Slowly, Web sites are emerging to serve  Divorcelawinfo.com helps people educate themselves about divorce; MyCounsel.com is aimed at small businesses, and there are many others, including Nolo.com, which helps people help themselves, without a lawyer.	( Slowly ( , ( ( Web sites ) ( ( are ( ( ( emerging ( to ( serve ( ( ( ( ( ( Divorcelawinfo.com ( helps ( people ( ( educate themselves ) ( about divorce ) ) ) ) ) ; ) ( MyCounsel.com ( is ( aimed ( at ( small businesses ) ) ) ) ) ) , ) and ) ( there ( are ( ( ( many others ) , ) ( including ( ( Nolo.com , ) ( which ( helps ( people ( help themselves ) ) ) ) ) ) ) ) ) ) ) ) ) , ) ( without ( a lawyer ) ) ) ) . ) ) ) )	(ROOT (S (ADVP (RB Slowly)) (, ,) (NP (NNP Web) (NNS sites)) (VP (VBP are) (VP (VBG emerging) (S (VP (TO to) (VP (VB serve) (S (S (NP (NNP Divorcelawinfo.com)) (VP (VBZ helps) (S (NP (NNS people)) (VP (VB educate) (NP (PRP themselves)) (PP (IN about) (NP (NN divorce))))))) (: ;) (S (NP (NNP MyCounsel.com)) (VP (VBZ is) (VP (VBN aimed) (PP (IN at) (NP (JJ small) (NNS businesses)))))) (, ,) (CC and) (S (NP (EX there)) (VP (VBP are) (NP (NP (JJ many) (NNS others)) (, ,) (PP (VBG including) (NP (NP (NNP Nolo.com)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ helps) (S (NP (NNS people)) (VP (VB help) (NP (PRP themselves)))))))))))))))) (, ,) (PP (IN without) (NP (DT a) (NN lawyer))))) (. .)))	Websites are not allowed to offer legal information.	( Websites ( ( ( are not ) ( allowed ( to ( offer ( legal information ) ) ) ) ) . ) )	(ROOT (S (NP (NNS Websites)) (VP (VBP are) (RB not) (VP (VBN allowed) (S (VP (TO to) (VP (VB offer) (NP (JJ legal) (NN information))))))) (. .)))	['<s>', 'Slow', 'ly', ',', 'ĠWeb', 'Ġsites', 'Ġare', 'Ġemerging', 'Ġto', 'Ġserve', 'Ġ', 'ĠDiv', 'or', 'cel', 'aw', 'info', '.', 'com', 'Ġhelps', 'Ġpeople', 'Ġeducate', 'Ġthemselves', 'Ġabout', 'Ġdivorce', ';', 'ĠMy', 'Coun', 'sel', '.', 'com', 'Ġis', 'Ġaimed', 'Ġat', 'Ġsmall', 'Ġbusinesses', ',', 'Ġand', 'Ġthere', 'Ġare', 'Ġmany', 'Ġothers', ',', 'Ġincluding', 'ĠN', 'olo', '.', 'com', ',', 'Ġwhich', 'Ġhelps', 'Ġpeople', 'Ġhelp', 'Ġthemselves', ',', 'Ġwithout', 'Ġa', 'Ġlawyer', '.', '</s>']	"[0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0]"	['<s>', 'We', 'bs', 'ites', 'Ġare', 'Ġnot', 'Ġallowed', 'Ġto', 'Ġoffer', 'Ġlegal', 'Ġinformation', '.', '</s>']	[0 0 0 0 0 0 0 0 1 0 0 0 0]
545	contradiction	fiction	contradiction	68608c	68608	'Here,' she said, a little flushed.	( ` ( Here ( ( , ( ' ( ( she said ) , ) ) ) ( ( a little ) ( flushed . ) ) ) ) )	(ROOT (S (`` `) (ADVP (RB Here)) (PRN (, ,) ('' ') (S (NP (PRP she)) (VP (VBD said))) (, ,)) (NP (DT a) (JJ little)) (VP (VBD flushed)) (. .)))	'Shutup!' she said, fuming with anger. 	( ` ( Shutup ( ! ( ' ( she ( ( ( said , ) ( fuming ( with anger ) ) ) . ) ) ) ) ) )	(ROOT (S (`` `) (S (VP (VB Shutup))) (. !) ('' ') (NP (PRP she)) (VP (VBD said) (, ,) (S (VP (VBG fuming) (PP (IN with) (NP (NN anger)))))) (. .)))	"['<s>', ""'"", 'Here', "",'"", 'Ġshe', 'Ġsaid', ',', 'Ġa', 'Ġlittle', 'Ġflushed', '.', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 0]	"['<s>', ""'"", 'Shut', 'up', ""!'"", 'Ġshe', 'Ġsaid', ',', 'Ġf', 'uming', 'Ġwith', 'Ġanger', '.', 'Ġ', '</s>']"	[0 0 0 0 0 0 0 0 1 1 1 0 0 0 0]
546	contradiction	slate	contradiction	100423c	100423	You're not hep to horror-core?	( You ( ( ( 're not ) ( hep ( to horror-core ) ) ) ? ) )	(ROOT (S (NP (PRP You)) (VP (VBP 're) (RB not) (ADJP (JJ hep) (S (VP (TO to) (VP (VB horror-core)))))) (. ?)))	You have no idea what horror-core is.	( You ( ( have ( ( no idea ) ( what ( horror-core is ) ) ) ) . ) )	(ROOT (S (NP (PRP You)) (VP (VBP have) (NP (NP (DT no) (NN idea)) (SBAR (WHNP (WP what)) (S (ADVP (RB horror-core)) (VP (VBZ is)))))) (. .)))	"['<s>', 'You', ""'re"", 'Ġnot', 'Ġhep', 'Ġto', 'Ġhorror', '-', 'core', '?', '</s>']"	[0 0 0 0 1 1 0 0 1 0 0]	['<s>', 'You', 'Ġhave', 'Ġno', 'Ġidea', 'Ġwhat', 'Ġhorror', '-', 'core', 'Ġis', '.', '</s>']	[0 0 1 0 0 0 0 0 1 0 0 0]
547	contradiction	travel	contradiction	117301c	117301	But the rugged coast shelters many sandy beaches, seaside resorts, and fishing ports, and inland you will find picturesque chateaux and towns, canals and rivers.	( But ( ( ( ( ( ( the ( rugged coast ) ) ( shelters ( ( ( ( ( ( many ( sandy beaches ) ) , ) ( seaside resorts ) ) , ) and ) ( fishing ports ) ) ) ) , ) and ) ( inland ( you ( will ( find ( ( ( picturesque chateaux ) and ) ( towns ( , ( ( canals and ) rivers ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (CC But) (S (NP (DT the) (JJ rugged) (NN coast)) (VP (VBZ shelters) (NP (NP (JJ many) (JJ sandy) (NNS beaches)) (, ,) (NP (JJ seaside) (NNS resorts)) (, ,) (CC and) (NP (NN fishing) (NNS ports))))) (, ,) (CC and) (S (ADVP (RB inland)) (NP (PRP you)) (VP (MD will) (VP (VB find) (NP (NP (JJ picturesque) (NN chateaux)) (CC and) (NP (NNS towns) (, ,) (NNS canals) (CC and) (NNS rivers)))))) (. .)))	More tourists visit the inland rather than the rugged coast.	( ( More tourists ) ( ( visit ( ( ( the inland ) ( rather than ) ) ( the ( rugged coast ) ) ) ) . ) )	(ROOT (S (NP (JJR More) (NNS tourists)) (VP (VBP visit) (NP (NP (DT the) (NN inland)) (CONJP (RB rather) (IN than)) (NP (DT the) (JJ rugged) (NN coast)))) (. .)))	['<s>', 'But', 'Ġthe', 'Ġrugged', 'Ġcoast', 'Ġshelters', 'Ġmany', 'Ġsandy', 'Ġbeaches', ',', 'Ġseas', 'ide', 'Ġresorts', ',', 'Ġand', 'Ġfishing', 'Ġports', ',', 'Ġand', 'Ġinland', 'Ġyou', 'Ġwill', 'Ġfind', 'Ġpictures', 'que', 'Ġch', 'ate', 'aux', 'Ġand', 'Ġtowns', ',', 'Ġcan', 'als', 'Ġand', 'Ġrivers', '.', '</s>']	[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'More', 'Ġtourists', 'Ġvisit', 'Ġthe', 'Ġinland', 'Ġrather', 'Ġthan', 'Ġthe', 'Ġrugged', 'Ġcoast', '.', '</s>']	[0 0 0 0 0 0 0 0 0 1 0 0 0]
548	contradiction	telephone	contradiction	82729c	82729	yeah right uh most the time if they were they were some of them were even better behaved i've only had two instances where i could it was really noticeable but they were better behaved when they were um i don't know if it was alcohol or something else that they were on but it ended up better	( ( yeah ( right ( uh most ) ) ) ( ( the time ) ( if ( they ( were ( ( ( ( ( ( ( they ( were ( some ( of them ) ) ) ) ( ( were ( even better ) ) ( behaved ( i ( ( 've only ) ( had ( ( two instances ) ( where ( i could ) ) ) ) ) ) ) ) ) ( it ( was ( really noticeable ) ) ) ) but ) ( they ( were ( ( better ( behaved ( when ( they ( were ( um ( i ( ( do n't ) ( know ( if ( it ( was ( ( ( alcohol or ) something ) else ) ) ) ) ) ) ) ) ) ) ) ) ) ( that ( they ( were on ) ) ) ) ) ) ) but ) ( it ( ( ended up ) better ) ) ) ) ) ) ) )	(ROOT (S (VP (VB yeah) (ADVP (RB right) (RB uh) (RBS most)) (NP (NP (DT the) (NN time)) (SBAR (IN if) (S (NP (PRP they)) (VP (VBD were) (S (S (NP (PRP they)) (VP (VBD were) (NP (NP (DT some)) (PP (IN of) (NP (PRP them)))))) (S (S (VP (VBD were) (ADJP (RB even) (JJR better)))) (VP (VBD behaved) (SBAR (S (NP (FW i)) (VP (VBP 've) (ADVP (RB only)) (VP (VBN had) (NP (NP (CD two) (NNS instances)) (SBAR (WHADVP (WRB where)) (S (NP (FW i)) (VP (MD could))))))))))) (S (NP (PRP it)) (VP (VBD was) (ADJP (RB really) (JJ noticeable)))) (CC but) (S (NP (PRP they)) (VP (VBD were) (ADJP (ADJP (JJR better) (SBAR (S (VP (VBD behaved) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD were) (VP (VBN um) (SBAR (S (NP (FW i)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN if) (S (NP (PRP it)) (VP (VBD was) (NP (NP (NN alcohol) (CC or) (NN something)) (ADJP (RB else)))))))))))))))))) (SBAR (IN that) (S (NP (PRP they)) (VP (VBD were) (PP (IN on)))))))) (CC but) (S (NP (PRP it)) (VP (VBD ended) (PRT (RP up)) (ADVP (RBR better))))))))))))	Every time they are badly behaved without fail.	( ( Every time ) ( they ( ( are ( badly ( behaved ( without fail ) ) ) ) . ) ) )	(ROOT (S (NP (DT Every) (NN time)) (NP (PRP they)) (VP (VBP are) (ADJP (RB badly) (JJ behaved) (PP (IN without) (NP (NNP fail))))) (. .)))	"['<s>', 'yeah', 'Ġright', 'Ġuh', 'Ġmost', 'Ġthe', 'Ġtime', 'Ġif', 'Ġthey', 'Ġwere', 'Ġthey', 'Ġwere', 'Ġsome', 'Ġof', 'Ġthem', 'Ġwere', 'Ġeven', 'Ġbetter', 'Ġbehaved', 'Ġi', ""'ve"", 'Ġonly', 'Ġhad', 'Ġtwo', 'Ġinstances', 'Ġwhere', 'Ġi', 'Ġcould', 'Ġit', 'Ġwas', 'Ġreally', 'Ġnoticeable', 'Ġbut', 'Ġthey', 'Ġwere', 'Ġbetter', 'Ġbehaved', 'Ġwhen', 'Ġthey', 'Ġwere', 'Ġum', 'Ġi', 'Ġdon', ""'t"", 'Ġknow', 'Ġif', 'Ġit', 'Ġwas', 'Ġalcohol', 'Ġor', 'Ġsomething', 'Ġelse', 'Ġthat', 'Ġthey', 'Ġwere', 'Ġon', 'Ġbut', 'Ġit', 'Ġended', 'Ġup', 'Ġbetter', '</s>']"	"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0]"	['<s>', 'Every', 'Ġtime', 'Ġthey', 'Ġare', 'Ġbadly', 'Ġbehaved', 'Ġwithout', 'Ġfail', '.', '</s>']	[0 0 0 0 0 0 0 1 0 0 0]
549	contradiction	travel	contradiction	31178c	31178	The combination of red and greyish rocks, the white sands, the green pines, and the rich blue sky and sea is striking.	( ( ( The combination ) ( of ( ( ( ( ( ( ( ( ( ( red ( and ( greyish rocks ) ) ) , ) ( the ( white sands ) ) ) , ) ( the ( green pines ) ) ) , ) and ) ( the ( rich ( blue sky ) ) ) ) and ) sea ) ) ) ( ( is striking ) . ) )	(ROOT (S (NP (NP (DT The) (NN combination)) (PP (IN of) (NP (NP (JJ red) (CC and) (JJ greyish) (NNS rocks)) (, ,) (NP (DT the) (JJ white) (NNS sands)) (, ,) (NP (DT the) (JJ green) (NNS pines)) (, ,) (CC and) (NP (DT the) (JJ rich) (JJ blue) (NN sky)) (CC and) (NP (NN sea))))) (VP (VBZ is) (ADJP (JJ striking))) (. .)))	The area is very drab and boring to look at.	( ( The area ) ( ( ( is ( very ( ( drab and ) boring ) ) ) ( to ( look at ) ) ) . ) )	(ROOT (S (NP (DT The) (NN area)) (VP (VBZ is) (ADJP (RB very) (JJ drab) (CC and) (JJ boring)) (S (VP (TO to) (VP (VB look) (PP (IN at)))))) (. .)))	['<s>', 'The', 'Ġcombination', 'Ġof', 'Ġred', 'Ġand', 'Ġgrey', 'ish', 'Ġrocks', ',', 'Ġthe', 'Ġwhite', 'Ġsands', ',', 'Ġthe', 'Ġgreen', 'Ġp', 'ines', ',', 'Ġand', 'Ġthe', 'Ġrich', 'Ġblue', 'Ġsky', 'Ġand', 'Ġsea', 'Ġis', 'Ġstriking', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0]	['<s>', 'The', 'Ġarea', 'Ġis', 'Ġvery', 'Ġdr', 'ab', 'Ġand', 'Ġboring', 'Ġto', 'Ġlook', 'Ġat', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
550	contradiction	slate	contradiction	37249c	37249	The leaks suggest to our NATO allies that the U.S. military isn't seriously engaged in the operation.	( ( The leaks ) ( ( ( suggest ( to ( our ( NATO allies ) ) ) ) ( that ( ( the ( U.S. military ) ) ( ( is n't ) ( seriously ( engaged ( in ( the operation ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (NNS leaks)) (VP (VBP suggest) (PP (TO to) (NP (PRP$ our) (NNP NATO) (NNS allies))) (SBAR (IN that) (S (NP (DT the) (NNP U.S.) (NN military)) (VP (VBZ is) (RB n't) (VP (ADVP (RB seriously)) (VBN engaged) (PP (IN in) (NP (DT the) (NN operation)))))))) (. .)))	Leaks suggest that the US is engaged in the operation. 	( Leaks ( ( suggest ( that ( ( the US ) ( is ( engaged ( in ( the operation ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NNS Leaks)) (VP (VBP suggest) (SBAR (IN that) (S (NP (DT the) (NNP US)) (VP (VBZ is) (VP (VBN engaged) (PP (IN in) (NP (DT the) (NN operation)))))))) (. .)))	"['<s>', 'The', 'Ġleaks', 'Ġsuggest', 'Ġto', 'Ġour', 'ĠNATO', 'Ġallies', 'Ġthat', 'Ġthe', 'ĠU', '.', 'S', '.', 'Ġmilitary', 'Ġisn', ""'t"", 'Ġseriously', 'Ġengaged', 'Ġin', 'Ġthe', 'Ġoperation', '.', '</s>']"	[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]	['<s>', 'Leaks', 'Ġsuggest', 'Ġthat', 'Ġthe', 'ĠUS', 'Ġis', 'Ġengaged', 'Ġin', 'Ġthe', 'Ġoperation', '.', 'Ġ', '</s>']	[0 0 1 0 0 0 0 0 1 0 0 0 0 0]
551	contradiction	travel	contradiction	11930c	11930	In Tsim Sha Tsui, Ned Kelly's Last Stand on Ashley Road is an Aussie institution; Delaney's, 71-77 Peking Road, is one of Hong Kong's enduring Irish pubs.	( ( ( ( ( In ( Tsim ( Sha Tsui ) ) ) ( , ( ( ( ( Ned ( Kelly 's ) ) ( Last Stand ) ) ( on ( Ashley Road ) ) ) ( is ( an ( Aussie institution ) ) ) ) ) ) ; ) ( ( ( ( ( Delaney 's ) , ) ( 71-77 ( Peking Road ) ) ) , ) ( is ( one ( of ( ( Hong ( Kong 's ) ) ( enduring ( Irish pubs ) ) ) ) ) ) ) ) . )	(ROOT (S (S (PP (IN In) (NP (NNP Tsim) (NNP Sha) (NNP Tsui))) (, ,) (NP (NP (NP (NNP Ned) (NNP Kelly) (POS 's)) (JJ Last) (NN Stand)) (PP (IN on) (NP (NNP Ashley) (NNP Road)))) (VP (VBZ is) (NP (DT an) (NNP Aussie) (NN institution)))) (: ;) (S (NP (NP (NNP Delaney) (POS 's)) (, ,) (NP (NP (CD 71-77)) (VP (VBG Peking) (NP (NNP Road)))) (, ,)) (VP (VBZ is) (NP (NP (CD one)) (PP (IN of) (NP (NP (NNP Hong) (NNP Kong) (POS 's)) (VBG enduring) (JJ Irish) (NN pubs)))))) (. .)))	There are no Irish pubs in Tsim Sha Tsui	( There ( are ( ( no ( Irish pubs ) ) ( in ( Tsim ( Sha Tsui ) ) ) ) ) )	(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (DT no) (JJ Irish) (NNS pubs)) (PP (IN in) (NP (NNP Tsim) (NNP Sha) (NNP Tsui)))))))	"['<s>', 'In', 'ĠTs', 'im', 'ĠSha', 'ĠTsu', 'i', ',', 'ĠNed', 'ĠKelly', ""'s"", 'ĠLast', 'ĠStand', 'Ġon', 'ĠAshley', 'ĠRoad', 'Ġis', 'Ġan', 'ĠA', 'ussie', 'Ġinstitution', ';', 'ĠDel', 'aney', ""'s"", ',', 'Ġ71', '-', '77', 'ĠP', 'eking', 'ĠRoad', ',', 'Ġis', 'Ġone', 'Ġof', 'ĠHong', 'ĠKong', ""'s"", 'Ġenduring', 'ĠIrish', 'Ġpubs', '.', '</s>']"	"[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"	['<s>', 'There', 'Ġare', 'Ġno', 'ĠIrish', 'Ġpubs', 'Ġin', 'ĠTs', 'im', 'ĠSha', 'ĠTsu', 'i', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0]
552	contradiction	slate	contradiction	47986c	47986	4. Causality.	( ( 4 . ) ( Causality . ) )	(ROOT (S (LST (LS 4) (. .)) (VP (VB Causality)) (. .)))	Actuality.	( Actuality . )	(ROOT (FRAG (ADVP (RB Actuality)) (. .)))	['<s>', '4', '.', 'ĠCa', 'us', 'ality', '.', '</s>']	[0 0 0 0 0 0 0 0]	['<s>', 'Act', 'uality', '.', '</s>']	[0 0 0 0 0]
